base_year_month,sex,age_range,time_range,visit_population_count
201801,남성,10세 미만,1-2시,784277.63
201801,남성,10세 미만,11-12시,1088787.98
201801,남성,10세 미만,13-14시,1200092.88
201801,남성,10세 미만,15-16시,1281607.29
201801,남성,10세 미만,17-18시,1311753.45
201801,남성,10세 미만,21-22시,1241880.09
201801,남성,10세 미만,23-24시,973130.01
201801,남성,10세 미만,3-4시,788954.24
201801,남성,10세 미만,5-6시,789864.32
201801,남성,10세 미만,7-8시,840504.57
201801,남성,19세 이하,1-2시,933784.06
201801,남성,19세 이하,11-12시,1290275.84
201801,남성,19세 이하,13-14시,1420498.59
201801,남성,19세 이하,15-16시,1515888.7
201801,남성,19세 이하,17-18시,1551172.15
201801,남성,19세 이하,21-22시,1469347.84
201801,남성,19세 이하,23-24시,1154786.57
201801,남성,19세 이하,3-4시,939253.86
201801,남성,19세 이하,5-6시,940331.98
201801,남성,19세 이하,7-8시,999614.94
201801,남성,29세 이하,19-20시,1626895.33
201801,남성,29세 이하,9-10시,1434948.89
201801,남성,39세 이하,1-2시,986478.98
201801,남성,39세 이하,11-12시,1670875.33
201801,남성,39세 이하,13-14시,1757239.11
201801,남성,39세 이하,15-16시,1784999.47
201801,남성,39세 이하,17-18시,1704983.82
201801,남성,39세 이하,21-22시,1556405.98
201801,남성,39세 이하,23-24시,1223899.36
201801,남성,39세 이하,3-4시,977484.8
201801,남성,39세 이하,5-6시,997710.74
201801,남성,39세 이하,7-8시,1190623.58
201801,남성,49세 이하,19-20시,2312667.44
201801,남성,49세 이하,9-10시,2182532.9
201801,남성,59세 이하,1-2시,1175898.22
201801,남성,59세 이하,11-12시,2433670.82
201801,남성,59세 이하,13-14시,2553444.32
201801,남성,59세 이하,15-16시,2576478.32
201801,남성,59세 이하,17-18시,2422290.89
201801,남성,59세 이하,21-22시,2095969.39
201801,남성,59세 이하,23-24시,1565097.84
201801,남성,59세 이하,3-4시,1173140.64
201801,남성,59세 이하,5-6시,1227252.35
201801,남성,59세 이하,7-8시,1625410.67
201801,남성,69세 이하,19-20시,1182094.49
201801,남성,69세 이하,9-10시,1093307.39
201801,남성,79세 이하,1-2시,194153.08
201801,남성,79세 이하,11-12시,470850.63
201801,남성,79세 이하,13-14시,506101.74
201801,남성,79세 이하,15-16시,512811.23
201801,남성,79세 이하,17-18시,480665.41
201801,남성,79세 이하,21-22시,423451.76
201801,남성,79세 이하,23-24시,300240.68
201801,남성,79세 이하,3-4시,202319.94
201801,남성,79세 이하,5-6시,215482.16
201801,남성,79세 이하,7-8시,260949.92
201801,남성,80세 이상,1-2시,73812.81
201801,남성,80세 이상,11-12시,179695.99
201801,남성,80세 이상,13-14시,193181.66
201801,남성,80세 이상,15-16시,195747.76
201801,남성,80세 이상,17-18시,183441.75
201801,남성,80세 이상,21-22시,161560.77
201801,남성,80세 이상,23-24시,114414.1
201801,남성,80세 이상,3-4시,76938.22
201801,남성,80세 이상,5-6시,81974.86
201801,남성,80세 이상,7-8시,99374.59
201801,여성,10세 미만,1-2시,666343.37
201801,여성,10세 미만,11-12시,954612.33
201801,여성,10세 미만,13-14시,1075197.34
201801,여성,10세 미만,15-16시,1174697.94
201801,여성,10세 미만,17-18시,1218380.26
201801,여성,10세 미만,21-22시,1145869.46
201801,여성,10세 미만,23-24시,864216.0
201801,여성,10세 미만,3-4시,672642.51
201801,여성,10세 미만,5-6시,675453.12
201801,여성,10세 미만,7-8시,713267.56
201801,여성,19세 이하,1-2시,750592.18
201801,여성,19세 이하,11-12시,1067137.05
201801,여성,19세 이하,13-14시,1199404.58
201801,여성,19세 이하,15-16시,1308596.07
201801,여성,19세 이하,17-18시,1356568.48
201801,여성,19세 이하,21-22시,1276931.9
201801,여성,19세 이하,23-24시,967764.32
201801,여성,19세 이하,3-4시,757487.59
201801,여성,19세 이하,5-6시,760563.06
201801,여성,19세 이하,7-8시,802110.96
201801,여성,29세 이하,19-20시,1562439.93
201801,여성,29세 이하,9-10시,1286950.7
201801,여성,39세 이하,1-2시,869324.75
201801,여성,39세 이하,11-12시,1475285.52
201801,여성,39세 이하,13-14시,1602869.69
201801,여성,39세 이하,15-16시,1646851.98
201801,여성,39세 이하,17-18시,1573484.88
201801,여성,39세 이하,21-22시,1433920.07
201801,여성,39세 이하,23-24시,1099679.12
201801,여성,39세 이하,3-4시,875512.43
201801,여성,39세 이하,5-6시,887765.3
201801,여성,39세 이하,7-8시,976946.34
201801,여성,49세 이하,19-20시,2013846.58
201801,여성,49세 이하,9-10시,1694437.15
201801,여성,59세 이하,1-2시,844302.98
201801,여성,59세 이하,11-12시,1789837.04
201801,여성,59세 이하,13-14시,1938641.65
201801,여성,59세 이하,15-16시,1983318.19
201801,여성,59세 이하,17-18시,1867072.04
201801,여성,59세 이하,21-22시,1629743.01
201801,여성,59세 이하,23-24시,1169361.76
201801,여성,59세 이하,3-4시,862115.0
201801,여성,59세 이하,5-6시,900759.81
201801,여성,59세 이하,7-8시,1109549.26
201801,여성,69세 이하,19-20시,996256.03
201801,여성,69세 이하,9-10시,849075.72
201801,여성,79세 이하,1-2시,247446.77
201801,여성,79세 이하,11-12시,515913.42
201801,여성,79세 이하,13-14시,568348.63
201801,여성,79세 이하,15-16시,579397.07
201801,여성,79세 이하,17-18시,542940.7
201801,여성,79세 이하,21-22시,488770.5
201801,여성,79세 이하,23-24시,359760.97
201801,여성,79세 이하,3-4시,252518.03
201801,여성,79세 이하,5-6시,265817.21
201801,여성,79세 이하,7-8시,320552.02
201801,여성,80세 이상,1-2시,167554.6
201801,여성,80세 이상,11-12시,368101.35
201801,여성,80세 이상,13-14시,407239.39
201801,여성,80세 이상,15-16시,415403.87
201801,여성,80세 이상,17-18시,387957.89
201801,여성,80세 이상,21-22시,347552.13
201801,여성,80세 이상,23-24시,251423.19
201801,여성,80세 이상,3-4시,171312.64
201801,여성,80세 이상,5-6시,181279.99
201801,여성,80세 이상,7-8시,222190.42
201802,남성,10세 미만,19-20시,1039521.99
201802,남성,10세 미만,9-10시,695331.24
201802,남성,19세 이하,19-20시,1225051.58
201802,남성,19세 이하,9-10시,822580.81
201802,남성,29세 이하,1-2시,1087978.99
201802,남성,29세 이하,11-12시,1402813.85
201802,남성,29세 이하,13-14시,1466534.56
201802,남성,29세 이하,15-16시,1510564.29
201802,남성,29세 이하,17-18시,1500608.49
201802,남성,29세 이하,21-22시,1475829.56
201802,남성,29세 이하,23-24시,1262617.6
201802,남성,29세 이하,3-4시,1057417.85
201802,남성,29세 이하,5-6시,1049849.37
201802,남성,29세 이하,7-8시,1137937.9
201802,남성,39세 이하,19-20시,1462606.61
201802,남성,39세 이하,9-10시,1319788.01
201802,남성,49세 이하,1-2시,1054803.52
201802,남성,49세 이하,11-12시,2108972.89
201802,남성,49세 이하,13-14시,2228721.64
201802,남성,49세 이하,15-16시,2246997.1
201802,남성,49세 이하,17-18시,2121048.4
201802,남성,49세 이하,21-22시,1875859.14
201802,남성,49세 이하,23-24시,1417159.45
201802,남성,49세 이하,3-4시,1035458.27
201802,남성,49세 이하,5-6시,1068372.1
201802,남성,49세 이하,7-8시,1375506.67
201802,남성,59세 이하,19-20시,1947634.98
201802,남성,59세 이하,9-10시,1804960.91
201802,남성,69세 이하,1-2시,465300.34
201802,남성,69세 이하,11-12시,1089659.43
201802,남성,69세 이하,13-14시,1146856.05
201802,남성,69세 이하,15-16시,1159700.52
201802,남성,69세 이하,17-18시,1085013.29
201802,남성,69세 이하,21-22시,908666.37
201802,남성,69세 이하,23-24시,662687.92
201802,남성,69세 이하,3-4시,462675.72
201802,남성,69세 이하,5-6시,493701.91
201802,남성,69세 이하,7-8시,657058.75
201802,남성,79세 이하,19-20시,384673.55
201802,남성,79세 이하,9-10시,320073.76
201802,남성,80세 이상,19-20시,146840.52
201802,남성,80세 이상,9-10시,122116.33
201802,여성,10세 미만,19-20시,1058091.4
201802,여성,10세 미만,9-10시,672690.25
201802,여성,19세 이하,19-20시,1174533.3
201802,여성,19세 이하,9-10시,751849.86
201802,여성,29세 이하,1-2시,934650.51
201802,여성,29세 이하,11-12시,1240065.3
201802,여성,29세 이하,13-14시,1332517.01
201802,여성,29세 이하,15-16시,1396570.43
201802,여성,29세 이하,17-18시,1403442.75
201802,여성,29세 이하,21-22시,1370428.02
201802,여성,29세 이하,23-24시,1116344.95
201802,여성,29세 이하,3-4시,923423.39
201802,여성,29세 이하,5-6시,926632.88
201802,여성,29세 이하,7-8시,991268.92
201802,여성,39세 이하,19-20시,1376769.39
201802,여성,39세 이하,9-10시,1107103.7
201802,여성,49세 이하,1-2시,825977.6
201802,여성,49세 이하,11-12시,1710020.44
201802,여성,49세 이하,13-14시,1872269.78
201802,여성,49세 이하,15-16시,1931637.59
201802,여성,49세 이하,17-18시,1836208.99
201802,여성,49세 이하,21-22시,1624441.42
201802,여성,49세 이하,23-24시,1170365.54
201802,여성,49세 이하,3-4시,822090.72
201802,여성,49세 이하,5-6시,839400.01
201802,여성,49세 이하,7-8시,984731.54
201802,여성,59세 이하,19-20시,1498914.74
201802,여성,59세 이하,9-10시,1240669.77
201802,여성,69세 이하,1-2시,383527.84
201802,여성,69세 이하,11-12시,873573.05
201802,여성,69세 이하,13-14시,946448.1
201802,여성,69세 이하,15-16시,966142.85
201802,여성,69세 이하,17-18시,902708.21
201802,여성,69세 이하,21-22시,785252.16
201802,여성,69세 이하,23-24시,565222.53
201802,여성,69세 이하,3-4시,386109.15
201802,여성,69세 이하,5-6시,405682.13
201802,여성,69세 이하,7-8시,507517.46
201802,여성,79세 이하,19-20시,432509.81
201802,여성,79세 이하,9-10시,340796.66
201802,여성,80세 이상,19-20시,310887.71
201802,여성,80세 이상,9-10시,242662.59
201803,남성,10세 미만,1-2시,470494.86
201803,남성,10세 미만,11-12시,1173793.77
201803,남성,10세 미만,13-14시,1250830.67
201803,남성,10세 미만,15-16시,1303735.64
201803,남성,10세 미만,17-18시,1265919.39
201803,남성,10세 미만,21-22시,1063678.42
201803,남성,10세 미만,23-24시,713887.16
201803,남성,10세 미만,3-4시,467766.36
201803,남성,10세 미만,5-6시,468153.56
201803,남성,10세 미만,7-8시,669696.48
201803,남성,19세 이하,1-2시,557368.73
201803,남성,19세 이하,11-12시,1380110.33
201803,남성,19세 이하,13-14시,1470390.13
201803,남성,19세 이하,15-16시,1532236.06
201803,남성,19세 이하,17-18시,1487907.63
201803,남성,19세 이하,21-22시,1251160.96
201803,남성,19세 이하,23-24시,842020.14
201803,남성,19세 이하,3-4시,554197.64
201803,남성,19세 이하,5-6시,554664.35
201803,남성,19세 이하,7-8시,790348.55
201803,남성,29세 이하,19-20시,1516369.05
201803,남성,29세 이하,9-10시,1359932.67
201803,남성,39세 이하,1-2시,1018687.95
201803,남성,39세 이하,11-12시,1800717.82
201803,남성,39세 이하,13-14시,1890497.12
201803,남성,39세 이하,15-16시,1914247.91
201803,남성,39세 이하,17-18시,1818357.87
201803,남성,39세 이하,21-22시,1649587.43
201803,남성,39세 이하,23-24시,1293044.28
201803,남성,39세 이하,3-4시,1003493.92
201803,남성,39세 이하,5-6시,1026820.47
201803,남성,39세 이하,7-8시,1256527.21
201803,남성,49세 이하,19-20시,2280818.86
201803,남성,49세 이하,9-10시,2242384.03
201803,남성,59세 이하,1-2시,1137643.08
201803,남성,59세 이하,11-12시,2603236.82
201803,남성,59세 이하,13-14시,2703205.61
201803,남성,59세 이하,15-16시,2703643.57
201803,남성,59세 이하,17-18시,2516238.86
201803,남성,59세 이하,21-22시,2132063.81
201803,남성,59세 이하,23-24시,1568376.29
201803,남성,59세 이하,3-4시,1120680.48
201803,남성,59세 이하,5-6시,1183986.15
201803,남성,59세 이하,7-8시,1699250.29
201803,남성,69세 이하,19-20시,1281906.01
201803,남성,69세 이하,9-10시,1272161.32
201803,남성,79세 이하,1-2시,218164.25
201803,남성,79세 이하,11-12시,552434.7
201803,남성,79세 이하,13-14시,577995.59
201803,남성,79세 이하,15-16시,577862.3
201803,남성,79세 이하,17-18시,536184.46
201803,남성,79세 이하,21-22시,463695.72
201803,남성,79세 이하,23-24시,331752.3
201803,남성,79세 이하,3-4시,222589.83
201803,남성,79세 이하,5-6시,238675.78
201803,남성,79세 이하,7-8시,311056.66
201803,남성,80세 이상,1-2시,82880.69
201803,남성,80세 이상,11-12시,210776.49
201803,남성,80세 이상,13-14시,220550.92
201803,남성,80세 이상,15-16시,220493.48
201803,남성,80세 이상,17-18시,204546.48
201803,남성,80세 이상,21-22시,176830.2
201803,남성,80세 이상,23-24시,126343.37
201803,남성,80세 이상,3-4시,84572.13
201803,남성,80세 이상,5-6시,90727.71
201803,남성,80세 이상,7-8시,118420.87
201803,여성,10세 미만,1-2시,447324.3
201803,여성,10세 미만,11-12시,1188550.24
201803,여성,10세 미만,13-14시,1275864.57
201803,여성,10세 미만,15-16시,1342347.71
201803,여성,10세 미만,17-18시,1309222.44
201803,여성,10세 미만,21-22시,1073433.08
201803,여성,10세 미만,23-24시,703619.19
201803,여성,10세 미만,3-4시,449079.38
201803,여성,10세 미만,5-6시,451845.3
201803,여성,10세 미만,7-8시,637617.28
201803,여성,19세 이하,1-2시,500085.65
201803,여성,19세 이하,11-12시,1312983.18
201803,여성,19세 이하,13-14시,1408871.49
201803,여성,19세 이하,15-16시,1481810.19
201803,여성,19세 이하,17-18시,1445390.04
201803,여성,19세 이하,21-22시,1186614.41
201803,여성,19세 이하,23-24시,781072.85
201803,여성,19세 이하,3-4시,502029.68
201803,여성,19세 이하,5-6시,505072.38
201803,여성,19세 이하,7-8시,708714.14
201803,여성,29세 이하,19-20시,1485799.74
201803,여성,29세 이하,9-10시,1211815.76
201803,여성,39세 이하,1-2시,849285.85
201803,여성,39세 이하,11-12시,1589312.77
201803,여성,39세 이하,13-14시,1722492.88
201803,여성,39세 이하,15-16시,1757620.71
201803,여성,39세 이하,17-18시,1663218.16
201803,여성,39세 이하,21-22시,1493298.19
201803,여성,39세 이하,23-24시,1123687.4
201803,여성,39세 이하,3-4시,848028.85
201803,여성,39세 이하,5-6시,859806.55
201803,여성,39세 이하,7-8시,968814.49
201803,여성,49세 이하,19-20시,1941108.07
201803,여성,49세 이하,9-10시,1665461.69
201803,여성,59세 이하,1-2시,867305.73
201803,여성,59세 이하,11-12시,2006183.51
201803,여성,59세 이하,13-14시,2151320.33
201803,여성,59세 이하,15-16시,2178797.57
201803,여성,59세 이하,17-18시,2031345.73
201803,여성,59세 이하,21-22시,1746716.29
201803,여성,59세 이하,23-24시,1240768.79
201803,여성,59세 이하,3-4시,871360.68
201803,여성,59세 이하,5-6시,914922.2
201803,여성,59세 이하,7-8시,1185929.72
201803,여성,69세 이하,19-20시,1129863.55
201803,여성,69세 이하,9-10시,1008044.45
201803,여성,79세 이하,1-2시,278793.87
201803,여성,79세 이하,11-12시,607309.52
201803,여성,79세 이하,13-14시,653949.21
201803,여성,79세 이하,15-16시,659626.35
201803,여성,79세 이하,17-18시,618427.86
201803,여성,79세 이하,21-22시,549241.33
201803,여성,79세 이하,23-24시,405088.1
201803,여성,79세 이하,3-4시,281040.02
201803,여성,79세 이하,5-6시,295876.24
201803,여성,79세 이하,7-8시,362841.25
201803,여성,80세 이상,1-2시,185941.18
201803,여성,80세 이상,11-12시,430785.0
201803,여성,80세 이상,13-14시,465280.85
201803,여성,80세 이상,15-16시,469257.1
201803,여성,80세 이상,17-18시,438117.6
201803,여성,80세 이상,21-22시,387213.37
201803,여성,80세 이상,23-24시,280028.32
201803,여성,80세 이상,3-4시,187589.79
201803,여성,80세 이상,5-6시,198649.3
201803,여성,80세 이상,7-8시,248547.18
201804,남성,10세 미만,19-20시,999358.93
201804,남성,10세 미만,9-10시,769392.75
201804,남성,19세 이하,19-20시,1176762.69
201804,남성,19세 이하,9-10시,907683.11
201804,남성,29세 이하,1-2시,971107.98
201804,남성,29세 이하,11-12시,1352175.69
201804,남성,29세 이하,13-14시,1403811.81
201804,남성,29세 이하,15-16시,1435614.94
201804,남성,29세 이하,17-18시,1415385.85
201804,남성,29세 이하,21-22시,1403919.3
201804,남성,29세 이하,23-24시,1160232.82
201804,남성,29세 이하,3-4시,937340.32
201804,남성,29세 이하,5-6시,933118.2
201804,남성,29세 이하,7-8시,1049877.77
201804,남성,39세 이하,19-20시,1717293.65
201804,남성,39세 이하,9-10시,1623905.88
201804,남성,49세 이하,1-2시,1162978.82
201804,남성,49세 이하,11-12시,2469221.06
201804,남성,49세 이하,13-14시,2551584.14
201804,남성,49세 이하,15-16시,2539397.0
201804,남성,49세 이하,17-18시,2378474.51
201804,남성,49세 이하,21-22시,2091691.31
201804,남성,49세 이하,23-24시,1564737.66
201804,남성,49세 이하,3-4시,1142549.86
201804,남성,49세 이하,5-6시,1198014.73
201804,남성,49세 이하,7-8시,1658709.19
201804,남성,59세 이하,19-20시,2278052.25
201804,남성,59세 이하,9-10시,2314106.98
201804,남성,69세 이하,1-2시,681581.26
201804,남성,69세 이하,11-12시,1478721.26
201804,남성,69세 이하,13-14시,1500956.02
201804,남성,69세 이하,15-16시,1499918.23
201804,남성,69세 이하,17-18시,1413523.42
201804,남성,69세 이하,21-22시,1186829.2
201804,남성,69세 이하,23-24시,900187.38
201804,남성,69세 이하,3-4시,681362.41
201804,남성,69세 이하,5-6시,740449.86
201804,남성,69세 이하,7-8시,1029759.34
201804,남성,79세 이하,19-20시,526381.54
201804,남성,79세 이하,9-10시,507945.73
201804,남성,80세 이상,19-20시,200635.06
201804,남성,80세 이상,9-10시,193592.37
201804,여성,10세 미만,19-20시,1006272.66
201804,여성,10세 미만,9-10시,743319.78
201804,여성,19세 이하,19-20시,1114663.39
201804,여성,19세 이하,9-10시,826099.61
201804,여성,29세 이하,1-2시,846134.94
201804,여성,29세 이하,11-12시,1219801.15
201804,여성,29세 이하,13-14시,1295697.38
201804,여성,29세 이하,15-16시,1347565.03
201804,여성,29세 이하,17-18시,1352759.67
201804,여성,29세 이하,21-22시,1332719.3
201804,여성,29세 이하,23-24시,1038823.51
201804,여성,29세 이하,3-4시,834018.08
201804,여성,29세 이하,5-6시,837938.41
201804,여성,29세 이하,7-8시,928884.15
201804,여성,39세 이하,19-20시,1619719.9
201804,여성,39세 이하,9-10시,1385826.25
201804,여성,49세 이하,1-2시,883616.35
201804,여성,49세 이하,11-12시,2005972.12
201804,여성,49세 이하,13-14시,2136982.22
201804,여성,49세 이하,15-16시,2147792.49
201804,여성,49세 이하,17-18시,2029979.64
201804,여성,49세 이하,21-22시,1795720.85
201804,여성,49세 이하,23-24시,1264081.25
201804,여성,49세 이하,3-4시,878601.71
201804,여성,49세 이하,5-6시,909575.74
201804,여성,49세 이하,7-8시,1157286.44
201804,여성,59세 이하,19-20시,1956485.99
201804,여성,59세 이하,9-10시,1805104.68
201804,여성,69세 이하,1-2시,661998.1
201804,여성,69세 이하,11-12시,1338052.54
201804,여성,69세 이하,13-14시,1391571.25
201804,여성,69세 이하,15-16시,1388191.28
201804,여성,69세 이하,17-18시,1309043.43
201804,여성,69세 이하,21-22시,1142246.63
201804,여성,69세 이하,23-24시,870574.17
201804,여성,69세 이하,3-4시,666980.44
201804,여성,69세 이하,5-6시,716792.71
201804,여성,69세 이하,7-8시,912834.52
201804,여성,79세 이하,19-20시,631622.49
201804,여성,79세 이하,9-10시,579721.76
201804,여성,80세 이상,19-20시,439768.03
201804,여성,80세 이상,9-10시,402086.68
201805,남성,10세 미만,1-2시,650369.38
201805,남성,10세 미만,11-12시,1060023.16
201805,남성,10세 미만,13-14시,1146978.69
201805,남성,10세 미만,15-16시,1194927.01
201805,남성,10세 미만,17-18시,1229064.66
201805,남성,10세 미만,21-22시,1163173.36
201805,남성,10세 미만,23-24시,870562.57
201805,남성,10세 미만,3-4시,646615.27
201805,남성,10세 미만,5-6시,645842.33
201805,남성,10세 미만,7-8시,754572.08
201805,남성,19세 이하,1-2시,773750.93
201805,남성,19세 이하,11-12시,1254101.35
201805,남성,19세 이하,13-14시,1356565.32
201805,남성,19세 이하,15-16시,1412614.07
201805,남성,19세 이하,17-18시,1452142.13
201805,남성,19세 이하,21-22시,1373998.69
201805,남성,19세 이하,23-24시,1031629.94
201805,남성,19세 이하,3-4시,769373.1
201805,남성,19세 이하,5-6시,768473.93
201805,남성,19세 이하,7-8시,895667.32
201805,남성,29세 이하,19-20시,1444447.93
201805,남성,29세 이하,9-10시,1251802.8
201805,남성,39세 이하,1-2시,1033614.35
201805,남성,39세 이하,11-12시,1785417.4
201805,남성,39세 이하,13-14시,1868664.31
201805,남성,39세 이하,15-16시,1880714.15
201805,남성,39세 이하,17-18시,1800770.43
201805,남성,39세 이하,21-22시,1648254.96
201805,남성,39세 이하,23-24시,1288074.34
201805,남성,39세 이하,3-4시,1017145.32
201805,남성,39세 이하,5-6시,1045066.61
201805,남성,39세 이하,7-8시,1277266.0
201805,남성,49세 이하,19-20시,2320362.76
201805,남성,49세 이하,9-10시,2261651.12
201805,남성,59세 이하,1-2시,1111505.46
201805,남성,59세 이하,11-12시,2482365.94
201805,남성,59세 이하,13-14시,2564812.31
201805,남성,59세 이하,15-16시,2558440.54
201805,남성,59세 이하,17-18시,2423173.49
201805,남성,59세 이하,21-22시,2083222.61
201805,남성,59세 이하,23-24시,1525588.19
201805,남성,59세 이하,3-4시,1091791.39
201805,남성,59세 이하,5-6시,1176492.24
201805,남성,59세 이하,7-8시,1705368.02
201805,남성,69세 이하,19-20시,1260083.8
201805,남성,69세 이하,9-10시,1255948.83
201805,남성,79세 이하,1-2시,230630.8
201805,남성,79세 이하,11-12시,567068.18
201805,남성,79세 이하,13-14시,585616.29
201805,남성,79세 이하,15-16시,582808.59
201805,남성,79세 이하,17-18시,547986.59
201805,남성,79세 이하,21-22시,472962.08
201805,남성,79세 이하,23-24시,341089.03
201805,남성,79세 이하,3-4시,234459.91
201805,남성,79세 이하,5-6시,259121.44
201805,남성,79세 이하,7-8시,346129.5
201805,남성,80세 이상,1-2시,87599.96
201805,남성,80세 이상,11-12시,216325.08
201805,남성,80세 이상,13-14시,223419.46
201805,남성,80세 이상,15-16시,222341.25
201805,남성,80세 이상,17-18시,209012.88
201805,남성,80세 이상,21-22시,180330.76
201805,남성,80세 이상,23-24시,129872.8
201805,남성,80세 이상,3-4시,89063.55
201805,남성,80세 이상,5-6시,98499.51
201805,남성,80세 이상,7-8시,131788.69
201805,여성,10세 미만,1-2시,609804.67
201805,여성,10세 미만,11-12시,1014290.96
201805,여성,10세 미만,13-14시,1111593.71
201805,여성,10세 미만,15-16시,1172688.78
201805,여성,10세 미만,17-18시,1225236.81
201805,여성,10세 미만,21-22시,1150522.95
201805,여성,10세 미만,23-24시,838573.62
201805,여성,10세 미만,3-4시,608538.53
201805,여성,10세 미만,5-6시,610444.17
201805,여성,10세 미만,7-8시,702998.13
201805,여성,19세 이하,1-2시,686592.98
201805,여성,19세 이하,11-12시,1131711.73
201805,여성,19세 이하,13-14시,1239347.76
201805,여성,19세 이하,15-16시,1306355.37
201805,여성,19세 이하,17-18시,1363395.39
201805,여성,19세 이하,21-22시,1279952.81
201805,여성,19세 이하,23-24시,937690.68
201805,여성,19세 이하,3-4시,685212.82
201805,여성,19세 이하,5-6시,687317.85
201805,여성,19세 이하,7-8시,788832.02
201805,여성,29세 이하,19-20시,1420855.22
201805,여성,29세 이하,9-10시,1131448.34
201805,여성,39세 이하,1-2시,946326.54
201805,여성,39세 이하,11-12시,1667942.16
201805,여성,39세 이하,13-14시,1790873.58
201805,여성,39세 이하,15-16시,1808354.17
201805,여성,39세 이하,17-18시,1732651.28
201805,여성,39세 이하,21-22시,1582860.59
201805,여성,39세 이하,23-24시,1205005.66
201805,여성,39세 이하,3-4시,945131.22
201805,여성,39세 이하,5-6시,960485.06
201805,여성,39세 이하,7-8시,1071543.6
201805,여성,49세 이하,19-20시,2013253.68
201805,여성,49세 이하,9-10시,1709515.3
201805,여성,59세 이하,1-2시,869759.73
201805,여성,59세 이하,11-12시,1954936.25
201805,여성,59세 이하,13-14시,2068755.65
201805,여성,59세 이하,15-16시,2082814.42
201805,여성,59세 이하,17-18시,1979516.73
201805,여성,59세 이하,21-22시,1722845.58
201805,여성,59세 이하,23-24시,1222273.08
201805,여성,59세 이하,3-4시,871880.66
201805,여성,59세 이하,5-6시,930878.76
201805,여성,59세 이하,7-8시,1218948.49
201805,여성,69세 이하,19-20시,1142347.2
201805,여성,69세 이하,9-10시,1047543.6
201805,여성,79세 이하,1-2시,292161.84
201805,여성,79세 이하,11-12시,624292.47
201805,여성,79세 이하,13-14시,663712.13
201805,여성,79세 이하,15-16시,665740.41
201805,여성,79세 이하,17-18시,626549.73
201805,여성,79세 이하,21-22시,557445.52
201805,여성,79세 이하,23-24시,413364.86
201805,여성,79세 이하,3-4시,293674.65
201805,여성,79세 이하,5-6시,315979.96
201805,여성,79세 이하,7-8시,398201.05
201805,여성,80세 이상,1-2시,194580.39
201805,여성,80세 이상,11-12시,441989.41
201805,여성,80세 이상,13-14시,471207.83
201805,여성,80세 이상,15-16시,472573.54
201805,여성,80세 이상,17-18시,442932.81
201805,여성,80세 이상,21-22시,392167.85
201805,여성,80세 이상,23-24시,285084.33
201805,여성,80세 이상,3-4시,195700.5
201805,여성,80세 이상,5-6시,212351.02
201805,여성,80세 이상,7-8시,273706.02
201806,남성,10세 미만,19-20시,976936.74
201806,남성,10세 미만,9-10시,758068.55
201806,남성,19세 이하,19-20시,1149894.67
201806,남성,19세 이하,9-10시,894275.11
201806,남성,29세 이하,1-2시,1076896.98
201806,남성,29세 이하,11-12시,1417080.4
201806,남성,29세 이하,13-14시,1476971.17
201806,남성,29세 이하,15-16시,1511421.95
201806,남성,29세 이하,17-18시,1504378.04
201806,남성,29세 이하,21-22시,1506012.19
201806,남성,29세 이하,23-24시,1272853.21
201806,남성,29세 이하,3-4시,1040632.45
201806,남성,29세 이하,5-6시,1033546.11
201806,남성,29세 이하,7-8시,1144673.74
201806,남성,39세 이하,19-20시,1763604.48
201806,남성,39세 이하,9-10시,1648261.68
201806,남성,49세 이하,1-2시,1187764.63
201806,남성,49세 이하,11-12시,2422304.51
201806,남성,49세 이하,13-14시,2511226.75
201806,남성,49세 이하,15-16시,2507723.29
201806,남성,49세 이하,17-18시,2366866.21
201806,남성,49세 이하,21-22시,2099472.9
201806,남성,49세 이하,23-24시,1578674.95
201806,남성,49세 이하,3-4시,1163824.46
201806,남성,49세 이하,5-6시,1224413.68
201806,남성,49세 이하,7-8시,1665423.81
201806,남성,59세 이하,19-20시,2176911.49
201806,남성,59세 이하,9-10시,2135650.44
201806,남성,69세 이하,1-2시,582291.69
201806,남성,69세 이하,11-12시,1308240.0
201806,남성,69세 이하,13-14시,1339793.91
201806,남성,69세 이하,15-16시,1341865.79
201806,남성,69세 이하,17-18시,1278461.58
201806,남성,69세 이하,21-22시,1077347.91
201806,남성,69세 이하,23-24시,794991.98
201806,남성,69세 이하,3-4시,581170.89
201806,남성,69세 이하,5-6시,642755.85
201806,남성,69세 이하,7-8시,904682.53
201806,남성,79세 이하,19-20시,471999.29
201806,남성,79세 이하,9-10시,449696.19
201806,남성,80세 이상,19-20시,180064.31
201806,남성,80세 이상,9-10시,171518.14
201806,여성,10세 미만,19-20시,987423.43
201806,여성,10세 미만,9-10시,721458.14
201806,여성,19세 이하,19-20시,1092947.28
201806,여성,19세 이하,9-10시,801572.25
201806,여성,29세 이하,1-2시,990296.21
201806,여성,29세 이하,11-12시,1335323.41
201806,여성,29세 이하,13-14시,1425014.52
201806,여성,29세 이하,15-16시,1484620.46
201806,여성,29세 이하,17-18시,1501816.2
201806,여성,29세 이하,21-22시,1486632.83
201806,여성,29세 이하,23-24시,1193149.29
201806,여성,29세 이하,3-4시,973989.06
201806,여성,29세 이하,5-6시,977064.96
201806,여성,29세 이하,7-8시,1066444.58
